caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
1848,1.0953,106056.555772,0,1. Male respondent selected,1. White,28,0,1,Nearly Always,5,Few times a week,1,0,12,1,0,0,0,0
1849,.81760001,79168.55257699999,1,2. Female respondent selected,1. White,42,1,1,Always,,Once/week,1,0,17,17,0,1,0,0
1850,.46720001,45243.036847,0,1. Male respondent selected,4. Other race,68,0,0,Always,,Never,1,1,12,,0,0,0,0
1851,1.2987,125755.921699,1,1. Male respondent selected,1. White,24,0,1,Seldom,,Several/Day,1,0,11,12,0,1,0,0
1852,1.4342999,138883.534503,0,2. Female respondent selected,1. White,51,1,1,Nearly Always,4,Few times a week,1,1,13,14,0,0,0,0
1853,1.7131,165878.995534,1,1. Male respondent selected,1. White,48,0,1,Always,,Never,1,1,12,13,1,0,0,0
1854,.85659999,82939.49776699999,4,1. Male respondent selected,1. White,46,0,1,Part of the Time,,Once/week,1,0,12,14,1,1,1,1
1855,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,62,1,1,Part of the Time,5,Several/Day,1,1,12,1,,,,
1856,1.6247,157314.984679,1,1. Male respondent selected,1. White,69,0,1,Nearly Always,6,Daily,1,1,17,18,1,0,0,0
1857,1.2986,125743.733214,2,1. Male respondent selected,1. White,69,0,1,Always,6,Daily,1,1,14,15,1,1,0,0
1858,2.0458,198091.774713,4,1. Male respondent selected,1. White,48,0,1,Always,6,Few times a week,1,1,17,20,1,1,1,1
1859,1.6946,164090.531078,0,2. Female respondent selected,1. White,71,1,1,Always,6,Several/Day,1,1,14,,0,0,0,0
1860,2.5409,246036.044184,4,1. Male respondent selected,1. White,50,0,1,Nearly Always,,Once/week,1,1,17,19,1,1,1,1
1861,2.0143001,195042.252086,4,2. Female respondent selected,1. White,35,1,1,Part of the Time,6,Daily,1,1,12,12,1,1,1,1
1862,2.4054999,232918.373633,4,2. Female respondent selected,1. White,38,1,1,Nearly Always,6,Several/Day,1,1,17,10,1,1,1,1
1863,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,42,0,1,Always,6,Daily,1,1,16,19,,,,
1864,2.8968,280498.58566,4,2. Female respondent selected,1. White,42,1,1,Nearly Always,6,Several/Day,1,1,16,,1,1,1,1
1865,2.3996,232352.71608,4,2. Female respondent selected,1. White,82,1,1,Always,6,Several/Day,1,1,13,5,1,1,1,1
1866,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,57,1,1,Always,6,Daily,1,1,14,25,,,,
1867,2.3155,224205.846596,0,2. Female respondent selected,1. White,49,1,1,Part of the Time,6,Several/Day,1,1,13,12,0,0,0,0
1868,2.4054999,232918.373633,4,2. Female respondent selected,1. White,38,1,1,Always,6,Daily,1,1,16,2,1,1,1,1
1869,3.7042999,358679.696587,4,2. Female respondent selected,1. White,25,1,1,Always,6,Daily,1,1,17,15,1,1,1,1
1870,2.3996,232352.71608,2,1. Male respondent selected,1. White,81,0,1,Nearly Always,6,Daily,1,1,13,17,1,1,0,0
1871,2.8968,280498.58566,3,2. Female respondent selected,1. White,46,1,1,Always,6,Several/Day,1,1,16,1,1,1,0,1
1872,1.5010999,145345.949564,4,2. Female respondent selected,1. White,75,1,1,Nearly Always,4,Few times a week,1,0,16,14,1,1,1,1
1873,1.0203,98796.966825,3,1. Male respondent selected,1. White,50,0,1,Nearly Always,4,Several/Day,1,1,12,14,1,1,1,0
1874,2.3155,224205.846596,4,2. Female respondent selected,1. White,45,1,1,Part of the Time,5,Few times a week,1,1,16,19,1,1,1,1
1875,2.5139,243420.107469,3,1. Male respondent selected,1. White,72,0,1,Part of the Time,4,Several/Day,1,1,12,17,0,1,1,1
1876,1.2027,116459.571189,3,1. Male respondent selected,1. White,36,0,1,Always,2,Several/Day,0,0,17,25,1,1,1,0
1877,.91939998,89027.05774800001,3,2. Female respondent selected,1. White,62,1,1,Always,2,Once/week,1,0,13,17,1,1,0,1
1878,.91939998,89027.05774800001,4,1. Male respondent selected,1. White,61,0,1,Nearly Always,6,Daily,1,0,14,18,1,1,1,1
1879,2.5409,246036.044184,1,2. Female respondent selected,1. White,51,1,1,Nearly Always,4,Once/week,1,1,17,17,1,0,0,0
1880,.3576,34623.656775,4,1. Male respondent selected,1. White,72,0,1,Always,4,Several/Day,1,0,6,7,1,1,1,1
1881,.29890001,28938.44481,1,2. Female respondent selected,1. White,46,1,1,Always,4,Several/Day,1,1,12,6,0,1,0,0
1882,.2357,22819.147713,3,2. Female respondent selected,1. White,33,1,1,Seldom,,Several/Day,1,1,13,1,0,1,1,1
1883,.2357,22819.147713,2,1. Male respondent selected,1. White,31,0,1,Seldom,7,Once/week,1,0,14,13,0,1,0,1
1884,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,38,0,1,Always,1,Once/week,1,0,1,,,,,
1885,.29890001,28938.739573,3,1. Male respondent selected,1. White,45,0,1,Part of the Time,6,Daily,1,1,9,7,1,1,0,1
1886,.35440001,34313.586492,3,1. Male respondent selected,1. White,40,0,1,Seldom,,Few times a week,0,0,5,4,0,1,1,1
1887,.4492,43494.299295,0,2. Female respondent selected,1. White,29,1,1,Seldom,4,Once/week,1,1,10,1,0,0,0,0
1888,.4492,43494.742322,1,2. Female respondent selected,1. White,24,1,1,Seldom,,Never,1,0,9,10,0,1,0,0
1889,.3788,36681.020796,0,2. Female respondent selected,1. White,27,1,1,Nearly Always,4,Several/Day,1,0,12,11,0,0,0,0
1890,.46309999,44840.191922,1,2. Female respondent selected,1. White,54,1,1,Seldom,,Daily,1,1,11,1,0,0,0,1
1891,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,45,0,1,Always,5,Once/week,1,1,9,13,,,,
1892,.27700001,26823.602327,0,2. Female respondent selected,1. White,62,1,1,Always,4,Few times a week,1,0,4,2,0,0,0,0
1893,.61739999,59786.313587,3,2. Female respondent selected,1. White,51,1,1,Seldom,7,Several/Day,1,1,6,1,0,1,1,1
1894,.29890001,28938.739573,4,2. Female respondent selected,1. White,40,1,1,Seldom,4,Daily,1,0,12,6,1,1,1,1
1895,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,21,1,1,Seldom,2,Few times a week,1,0,12,4,,,,
1896,.3576,34624.009447,2,2. Female respondent selected,1. White,73,1,1,Always,3,Several/Day,1,1,8,2,0,0,1,1
1897,.2604,25210.721696,3,2. Female respondent selected,1. White,57,1,1,Always,4,Several/Day,1,1,12,5,0,1,1,1
1898,.35440001,34313.936005,0,2. Female respondent selected,1. White,43,1,1,Seldom,4,Several/Day,1,1,7,11,0,0,0,0
1899,.36160001,35013.27355,1,2. Female respondent selected,1. White,27,1,1,Always,,Once/week,1,0,13,12,0,1,0,0
1900,.70819998,68569.997349,3,2. Female respondent selected,4. Other race,47,1,0,Seldom,2,Few times a week,1,1,13,16,0,1,1,1
1901,.46309999,44840.191922,3,1. Male respondent selected,1. White,55,0,1,Seldom,,Several/Day,1,0,11,13,0,1,1,1
1902,.9181,88903.46647,4,2. Female respondent selected,1. White,84,1,1,Seldom,5,Several/Day,1,0,16,12,1,1,1,1
1903,.25909999,25091.585111,3,2. Female respondent selected,4. Other race,53,1,0,Nearly Always,2,Several/Day,0,0,14,4,1,1,0,1
1904,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,48,0,0,Seldom,,Several/Day,1,1,12,3,,,,
1905,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,33,0,1,Seldom,,Daily,1,1,10,10,,,,
1906,.24690001,23906.066098,0,1. Male respondent selected,1. White,37,0,1,Part of the Time,4,Never,1,1,12,11,0,0,0,0
1907,.2357,22819.147713,2,2. Female respondent selected,4. Other race,32,1,0,Part of the Time,,Daily,1,1,14,14,0,1,0,1
1908,.27700001,26823.602327,0,2. Female respondent selected,1. White,67,1,1,Part of the Time,,Daily,,1,3,,0,0,0,0
1909,.29269999,28346.18504,0,2. Female respondent selected,4. Other race,36,1,0,Seldom,,Once/week,1,1,9,7,0,0,0,0
1910,.3788,36681.394423,1,1. Male respondent selected,4. Other race,19,0,0,Seldom,,Once/week,1,0,12,5,0,1,0,0
1911,.62110001,60145.368854,1,2. Female respondent selected,1. White,55,1,1,Nearly Always,6,Several/Day,1,1,15,20,0,1,0,0
1912,.23360001,22621.748843,2,2. Female respondent selected,4. Other race,69,1,0,Nearly Always,,Daily,1,1,12,12,1,1,0,0
1913,.35440001,34313.586492,1,2. Female respondent selected,4. Other race,47,1,0,Part of the Time,2,Daily,1,0,6,1,0,1,0,0
1914,.3087,29893.461281,0,2. Female respondent selected,4. Other race,51,1,0,Seldom,,Once/week,1,0,10,5,0,0,0,0
1915,.24690001,23906.066098,1,1. Male respondent selected,1. White,32,0,1,Seldom,5,Daily,1,0,12,14,0,1,0,0
1916,.2357,22819.147713,0,2. Female respondent selected,1. White,37,1,1,Nearly Always,5,Daily,1,0,16,18,0,0,0,0
1917,.3601,34870.410056,3,2. Female respondent selected,1. White,78,1,1,Always,6,Several/Day,1,0,16,10,1,1,1,0
1918,.3576,34623.656775,0,2. Female respondent selected,4. Other race,87,1,0,Nearly Always,,Daily,,0,6,9,0,0,0,0
1919,.3576,34624.009447,0,2. Female respondent selected,1. White,76,1,1,Part of the Time,5,Once/week,,1,3,,0,0,0,0
1920,.2357,22818.915283,1,1. Male respondent selected,1. White,35,0,1,Always,3,Daily,1,0,14,8,0,0,0,1
1921,.2604,25210.464906,1,2. Female respondent selected,1. White,52,1,1,Seldom,,Once/week,1,0,12,7,0,1,0,0
1922,.2313,22393.457326,3,1. Male respondent selected,2. Black/African-American,43,0,0,Part of the Time,4,Few times a week,1,0,12,5,0,1,1,1
1923,.70359999,68127.354431,4,1. Male respondent selected,1. White,64,0,1,Nearly Always,3,Several/Day,0,0,17,3,1,1,1,1
1924,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,34,1,1,Seldom,3,Few times a week,1,0,9,3,,,,
1925,.616,59650.749129,2,2. Female respondent selected,1. White,32,1,1,Seldom,,Daily,1,0,12,13,0,0,1,1
1926,.24690001,23905.822597,2,1. Male respondent selected,1. White,39,0,1,Seldom,,Several/Day,1,0,12,2,0,0,1,1
1927,.2879,27872.616269,3,2. Female respondent selected,1. White,70,1,1,Always,,Daily,1,1,13,7,0,1,1,1
1928,.29890001,28938.739573,2,2. Female respondent selected,1. White,45,1,1,Seldom,4,Several/Day,1,1,12,1,0,1,0,1
1929,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,46,1,1,Nearly Always,4,Daily,1,1,13,7,,,,
1930,.2485,24064.485557,4,2. Female respondent selected,1. White,53,1,1,Part of the Time,3,Daily,1,1,13,1,1,1,1,1
1931,.90549999,87681.960272,4,1. Male respondent selected,1. White,22,0,1,Seldom,6,Several/Day,1,0,14,11,1,1,1,1
1932,.3118,30187.09223,1,1. Male respondent selected,2. Black/African-American,47,0,0,Part of the Time,7,Daily,1,0,14,6,0,1,0,0
1933,.24690001,23906.066098,2,2. Female respondent selected,1. White,35,1,1,Part of the Time,5,Once/week,1,1,12,5,0,1,0,1
1934,.35350001,34228.72157,3,2. Female respondent selected,1. White,38,1,1,Nearly Always,4,Daily,1,1,14,1,1,1,1,0
1935,.23360001,22621.748843,3,1. Male respondent selected,1. White,69,0,1,Always,4,Several/Day,1,1,12,13,1,1,0,1
1936,.2604,25210.464906,0,2. Female respondent selected,1. White,52,1,1,Seldom,6,Several/Day,1,0,12,18,0,0,0,0
1937,.4524,43804.71739,2,2. Female respondent selected,1. White,29,1,1,Part of the Time,4,Few times a week,1,1,17,15,0,1,1,0
1938,.29480001,28548.200506,2,2. Female respondent selected,1. White,29,1,1,Always,2,Few times a week,1,0,17,16,1,1,0,0
1939,.73570001,71234.59314300001,3,2. Female respondent selected,4. Other race,31,1,0,Nearly Always,6,Several/Day,1,0,17,15,1,1,0,1
1940,.70359999,68127.354431,3,1. Male respondent selected,4. Other race,60,0,0,Seldom,6,Never,1,1,16,18,1,1,0,1
1941,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,40,1,1,Nearly Always,5,Daily,1,1,12,13,,,,
1942,.72320002,70026.547101,0,1. Male respondent selected,1. White,26,0,1,Seldom,4,Several/Day,1,0,15,12,0,0,0,0
1943,.28529999,27623.004564,1,1. Male respondent selected,1. White,39,0,1,Nearly Always,4,Several/Day,1,0,14,9,0,1,0,0
1944,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,23,1,0,Seldom,2,Few times a week,1,0,15,11,,,,
1945,.70359999,68127.354431,3,2. Female respondent selected,1. White,60,1,1,Part of the Time,6,Daily,1,0,16,,1,1,1,0
1946,.2288,22154.179084,1,2. Female respondent selected,2. Black/African-American,31,1,0,Part of the Time,6,Several/Day,1,1,16,11,0,1,0,0
1947,.28119999,27230.260664,3,1. Male respondent selected,2. Black/African-American,27,0,0,Seldom,5,Once/week,1,0,16,13,1,1,0,1
1948,.35690001,34558.129987,1,1. Male respondent selected,4. Other race,40,0,0,Always,4,Several/Day,1,0,17,15,0,1,0,0
1949,.278,26916.672478,3,1. Male respondent selected,2. Black/African-American,57,0,0,Nearly Always,5,Several/Day,1,1,13,12,1,1,1,0
1950,.88599998,85786.287767,3,2. Female respondent selected,1. White,40,1,1,Nearly Always,7,Several/Day,1,1,16,7,1,1,0,1
1951,.70359999,68127.354431,2,1. Male respondent selected,1. White,69,0,1,Always,5,Few times a week,1,1,17,17,1,1,0,0
1952,.77710003,75246.436048,3,2. Female respondent selected,1. White,56,1,1,Always,2,Few times a week,1,1,16,15,1,1,0,1
1953,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,21,1,1,Seldom,4,Once/week,1,0,12,10,,,,
1954,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,62,1,0,Part of the Time,5,Several/Day,1,1,12,1,,,,
1955,.62110001,60145.368854,3,2. Female respondent selected,1. White,52,1,1,Seldom,,Few times a week,1,0,14,5,1,1,0,1
1956,.70359999,68127.354431,4,2. Female respondent selected,1. White,66,1,1,Always,2,Never,1,1,17,18,1,1,1,1
1957,.46309999,44840.191922,1,2. Female respondent selected,4. Other race,52,1,0,Seldom,,Never,1,1,9,1,0,1,0,0
1958,.76880002,74446.391017,2,2. Female respondent selected,,63,1,0,Always,4,Several/Day,,,,,1,1,0,0
1959,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,35,0,1,Seldom,4,Never,1,0,13,6,,,,
1960,.94870001,91858.414882,1,2. Female respondent selected,1. White,23,1,1,Nearly Always,4,Daily,1,0,12,7,1,0,0,0
1961,.35690001,34558.129987,2,2. Female respondent selected,1. White,43,1,1,Part of the Time,,Few times a week,1,1,17,8,1,1,0,0
1962,.77710003,75246.436048,0,2. Female respondent selected,1. White,51,1,1,Nearly Always,4,Several/Day,1,0,17,21,0,0,0,0
1963,.73570001,71234.59314300001,3,2. Female respondent selected,1. White,34,1,1,Nearly Always,3,Several/Day,1,0,17,15,1,1,0,1
1964,1.1329,109696.808614,3,2. Female respondent selected,1. White,26,1,1,Always,5,Several/Day,1,1,16,10,0,1,1,1
1965,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,47,1,1,Always,3,Once/week,1,1,16,20,,,,
1966,.73570001,71234.59314300001,4,1. Male respondent selected,1. White,35,0,1,Nearly Always,6,Once/week,1,1,16,23,1,1,1,1
1967,.70819998,68569.997349,2,2. Female respondent selected,1. White,48,1,1,Part of the Time,6,Few times a week,1,0,14,15,1,1,0,0
1968,.2604,25210.464906,0,1. Male respondent selected,4. Other race,,0,0,Seldom,,Daily,1,0,12,4,0,0,0,0
1969,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,37,1,1,Nearly Always,6,Daily,1,1,16,1,,,,
1970,1.2332,119413.400911,2,1. Male respondent selected,1. White,26,0,1,Always,3,Daily,1,0,17,7,1,1,0,0
1971,.35350001,34228.72157,0,2. Female respondent selected,4. Other race,34,1,0,Seldom,,Several/Day,1,1,13,14,0,0,0,0
1972,.3788,36681.394423,0,2. Female respondent selected,1. White,20,1,1,Seldom,,Once/week,1,0,9,4,0,0,0,0
1973,.75760001,73362.041591,0,2. Female respondent selected,1. White,21,1,1,Seldom,6,Few times a week,1,0,12,4,0,0,0,0
1974,.2357,22818.915283,0,2. Female respondent selected,1. White,29,1,1,Always,1,Daily,1,0,15,10,0,0,0,0
1975,.27700001,26823.602327,0,2. Female respondent selected,1. White,64,1,1,Part of the Time,3,Daily,1,1,6,1,0,0,0,0
1976,.24690001,23906.066098,0,1. Male respondent selected,1. White,37,0,1,Seldom,3,Few times a week,1,1,12,16,0,0,0,0
1977,.62110001,60145.368854,0,2. Female respondent selected,1. White,54,1,1,Part of the Time,6,Few times a week,1,0,14,7,0,0,0,0
1978,.19159999,18551.56772,0,2. Female respondent selected,2. Black/African-American,33,1,0,Part of the Time,,Several/Day,1,0,12,9,0,0,0,0
1979,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,39,1,1,Seldom,3,Few times a week,1,1,12,,,,,
1980,.36160001,35013.630191,0,1. Male respondent selected,1. White,28,0,1,Nearly Always,6,Daily,1,1,15,13,0,0,0,0
1981,.29269999,28346.18504,3,1. Male respondent selected,1. White,34,0,1,Part of the Time,,Once/week,1,0,12,9,0,1,1,1
1982,.67379999,65242.113483,3,1. Male respondent selected,1. White,25,0,1,Seldom,,Several/Day,1,1,11,6,0,1,1,1
1983,.588,56938.655234,2,2. Female respondent selected,1. White,38,1,1,Seldom,,Few times a week,1,1,13,6,0,1,0,1
1984,.616,59650.749129,3,2. Female respondent selected,1. White,37,1,1,Seldom,,Never,0,0,12,17,0,1,1,1
1985,.36160001,35013.630191,3,2. Female respondent selected,1. White,28,1,1,Seldom,,Daily,1,1,14,8,0,1,1,1
1986,.588,56938.655234,3,1. Male respondent selected,1. White,38,0,1,Part of the Time,5,Few times a week,1,0,13,19,0,1,1,1
1987,.56239998,54455.002476,3,2. Female respondent selected,1. White,67,1,1,Always,6,Daily,1,,13,,1,1,0,1
1988,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,58,0,1,Seldom,3,Daily,,1,8,7,,,,
1989,.70819998,68569.997349,3,2. Female respondent selected,1. White,40,1,1,Always,4,Several/Day,1,0,14,17,0,1,1,1
1990,.4492,43494.742322,3,2. Female respondent selected,4. Other race,24,1,0,Part of the Time,,Several/Day,1,0,11,21,1,1,1,0
1991,.73049998,70730.51620500001,1,1. Male respondent selected,1. White,35,0,1,Part of the Time,3,Once/week,1,0,12,7,0,1,0,0
1992,.56239998,54455.002476,3,1. Male respondent selected,1. White,63,0,1,Nearly Always,3,Few times a week,1,1,17,17,1,1,0,1
1993,.49380001,47811.645194,3,1. Male respondent selected,4. Other race,34,0,0,Seldom,5,Several/Day,1,0,12,10,1,1,0,1
1994,1.7627,170677.24825,1,2. Female respondent selected,1. White,24,1,1,Always,5,Few times a week,1,0,15,10,0,1,0,0
1995,.89840001,86988.598591,1,2. Female respondent selected,1. White,29,1,1,Seldom,,Daily,1,1,8,1,0,1,0,0
1996,1.3785,133474.872411,2,2. Female respondent selected,4. Other race,41,1,0,Always,6,Several/Day,1,0,14,16,1,1,0,0
1997,1.9227,186174.418759,1,1. Male respondent selected,1. White,35,0,1,Nearly Always,6,Once/week,1,0,14,14,0,1,0,0
1998,2.3155,224205.846596,3,1. Male respondent selected,1. White,46,0,1,Nearly Always,7,Several/Day,1,1,14,19,1,1,0,1
1999,.75760001,73362.041591,2,1. Male respondent selected,4. Other race,25,0,0,Part of the Time,4,Never,1,1,12,13,0,1,0,1
2000,2.9609001,286696.935889,1,1. Male respondent selected,1. White,27,0,1,Nearly Always,4,Daily,1,1,14,14,0,1,0,0
2001,1.2012,116307.96001,2,1. Male respondent selected,1. White,52,0,1,Always,2,Once/week,0,0,14,13,1,1,0,0
2002,.92470002,89534.57300999999,3,1. Male respondent selected,2. Black/African-American,85,0,0,Always,1,Daily,1,0,7,12,0,1,1,1
2003,1.4346,138915.297974,2,2. Female respondent selected,1. White,48,1,1,Always,4,Several/Day,1,0,12,10,1,1,0,0
2004,1.1371,110106.878755,1,1. Male respondent selected,1. White,38,0,1,Nearly Always,6,Daily,1,0,14,18,0,1,0,0
2005,1.7510999,169557.692027,1,1. Male respondent selected,1. White,25,0,1,Always,2,Never,1,0,13,11,0,1,0,0
2006,.47130001,45637.830566,0,1. Male respondent selected,1. White,36,0,1,Seldom,4,Several/Day,1,0,13,20,0,0,0,0
2007,1.3694,132599.344914,0,2. Female respondent selected,5. White and another race,45,1,0,Part of the Time,1,Daily,1,0,14,9,0,0,0,0
2008,.3087,29893.461281,2,1. Male respondent selected,1. White,50,0,1,Part of the Time,,Few times a week,1,1,8,16,0,0,1,1
2009,.2604,25210.464906,2,2. Female respondent selected,4. Other race,54,1,0,Part of the Time,4,Few times a week,1,0,12,13,0,1,1,0
2010,.58920002,57048.795377,1,2. Female respondent selected,1. White,67,1,1,Always,5,Daily,1,1,12,19,0,1,0,0
2011,.9181,88903.46647,3,2. Female respondent selected,1. White,81,1,1,Always,6,Several/Day,1,0,16,,1,1,0,1
2012,.75760001,73362.041591,3,1. Male respondent selected,1. White,19,0,1,Always,2,Several/Day,1,0,12,13,0,1,1,1
2013,.56239998,54455.002476,3,2. Female respondent selected,1. White,65,1,1,Nearly Always,4,Several/Day,1,0,15,10,1,1,0,1
2014,.88599998,85786.287767,2,1. Male respondent selected,1. White,44,0,1,Nearly Always,6,Daily,1,1,16,18,1,1,0,0
2015,.65069997,63010.204474,3,2. Female respondent selected,1. White,57,1,1,Always,6,Several/Day,1,0,12,16,1,1,1,0
2016,.2357,22818.915283,1,2. Female respondent selected,1. White,33,1,1,Seldom,4,Daily,1,0,13,15,0,1,0,0
2017,.223,21593.223505,0,2. Female respondent selected,1. White,60,1,1,Nearly Always,3,Several/Day,1,1,14,12,0,0,0,0
2018,.28529999,27622.723203,0,2. Female respondent selected,1. White,43,1,1,Seldom,4,Few times a week,1,0,13,7,0,0,0,0
2019,.27700001,26823.602327,2,2. Female respondent selected,4. Other race,64,1,0,Always,,Several/Day,1,1,9,3,1,1,0,0
2020,.36160001,35013.27355,0,2. Female respondent selected,4. Other race,28,1,0,Seldom,4,Few times a week,0,0,15,1,0,0,0,0
2021,.53640002,51936.01417,1,1. Male respondent selected,1. White,79,0,1,Part of the Time,,Several/Day,1,1,9,7,0,1,0,0
2022,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,44,1,1,,4,Few times a week,1,1,12,1,,,,
2023,.2485,24064.485557,1,2. Female respondent selected,4. Other race,49,1,0,,1,Daily,,0,14,21,0,1,0,0
2024,.56239998,54455.002476,2,2. Female respondent selected,4. Other race,69,1,0,Always,,Several/Day,1,1,14,8,1,0,1,0
2025,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,40,1,1,Nearly Always,4,Several/Day,1,0,16,14,,,,
2026,.5424,52520.445286,1,1. Male respondent selected,4. Other race,20,0,0,Nearly Always,3,Several/Day,1,0,13,2,0,1,0,0
2027,.36160001,35013.630191,2,2. Female respondent selected,4. Other race,27,1,0,Always,4,Daily,1,1,14,10,0,0,1,1
2028,.41549999,40235.40349,0,2. Female respondent selected,1. White,62,1,1,Seldom,6,Several/Day,1,1,9,,0,0,0,0
2029,.35350001,34228.72157,1,2. Female respondent selected,1. White,34,1,1,Part of the Time,2,Daily,1,0,14,3,0,1,0,0
2030,.98570001,95448.547746,2,1. Male respondent selected,1. White,22,0,1,Always,6,Several/Day,1,0,14,1,1,1,0,0
2031,.29480001,28548.491294,2,2. Female respondent selected,4. Other race,38,1,0,Nearly Always,4,Daily,1,1,16,14,0,1,0,1
2032,.27700001,26823.602327,0,2. Female respondent selected,1. White,67,1,1,Seldom,4,Several/Day,1,1,8,,0,0,0,0
2033,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,90. 90 years old or older,0,1,Part of the Time,6,Never,1,1,12,11,,,,
2034,.29480001,28548.491294,2,1. Male respondent selected,1. White,37,0,1,Part of the Time,5,Daily,1,1,15,13,0,1,0,1
2035,.2357,22819.147713,1,1. Male respondent selected,4. Other race,30,0,0,Seldom,,Once/week,0,1,14,22,0,1,0,0
2036,.72009999,69726.141664,0,2. Female respondent selected,1. White,27,1,1,Seldom,,Several/Day,1,1,13,7,0,0,0,0
2037,.28529999,27622.723203,0,2. Female respondent selected,1. White,42,1,1,Seldom,6,Several/Day,1,0,14,13,0,0,0,0
2038,.46520001,45048.949679,1,1. Male respondent selected,4. Other race,66,0,0,Nearly Always,3,Several/Day,1,1,12,7,0,0,0,1
2039,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,21,1,0,Seldom,1,Once/week,1,0,14,1,,,,
2040,.4693,45442.04978,3,1. Male respondent selected,1. White,35,0,1,Nearly Always,4,Few times a week,1,1,14,19,1,1,1,0
2041,.75760001,73362.041591,1,2. Female respondent selected,1. White,19,1,1,Seldom,,Few times a week,1,0,12,2,0,0,0,1
2042,.4693,45442.04978,0,2. Female respondent selected,1. White,33,1,1,Seldom,3,Several/Day,1,0,15,11,0,0,0,0
2043,.29890001,28938.44481,1,2. Female respondent selected,1. White,49,1,1,Nearly Always,5,Several/Day,1,0,12,11,0,0,0,1
2044,.4693,45442.04978,0,1. Male respondent selected,1. White,34,0,1,Part of the Time,2,Few times a week,1,1,15,11,0,0,0,0
2045,.28529999,27622.723203,2,2. Female respondent selected,1. White,47,1,1,Seldom,4,Daily,1,0,14,18,0,1,0,1
2046,.49169999,47606.539005,0,2. Female respondent selected,4. Other race,30,1,0,Seldom,,Once/week,1,1,12,3,0,0,0,0
2047,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,35,0,0,Seldom,4,Several/Day,1,1,12,22,,,,
2048,.58710003,56851.464341,4,1. Male respondent selected,1. White,31,0,1,Nearly Always,,Daily,1,1,16,15,1,1,1,1
2049,1.25,121037.929028,1,2. Female respondent selected,1. White,90. 90 years old or older,1,1,Always,,Daily,1,0,12,1,0,1,0,0
2050,.31959999,30942.182223,1,2. Female respondent selected,4. Other race,41,1,0,Seldom,,Several/Day,1,0,15,17,0,1,0,0
2051,.61739999,59786.313587,0,1. Male respondent selected,1. White,57,0,1,Seldom,,Daily,1,1,9,7,0,0,0,0
2052,.68900001,66716.62386000001,0,2. Female respondent selected,1. White,68,1,1,Nearly Always,6,Several/Day,1,1,12,,0,0,0,0
2053,1.1932,115534.792301,4,2. Female respondent selected,1. White,79,1,1,Always,6,Several/Day,1,0,13,7,1,1,1,1
2054,.7087,68627.172984,0,2. Female respondent selected,1. White,45,1,1,Nearly Always,,Once/week,1,1,7,1,0,0,0,0
2055,.94209999,91224.706399,2,1. Male respondent selected,1. White,57,0,1,Part of the Time,4,Several/Day,1,1,14,15,1,1,0,0
2056,.89840001,86988.598591,0,2. Female respondent selected,1. White,19,1,1,Seldom,4,Daily,1,0,11,2,0,0,0,0
2057,2.0014,193791.75475,0,2. Female respondent selected,1. White,47,1,1,Nearly Always,6,Several/Day,,1,10,1,0,0,0,0
2058,.62959999,60966.896175,0,1. Male respondent selected,2. Black/African-American,34,0,0,Seldom,3,Daily,1,0,12,14,0,0,0,0
2059,1.4252,138001.361161,1,2. Female respondent selected,1. White,66,1,1,Nearly Always,6,Several/Day,1,1,17,12,0,1,0,0
2060,.60100001,58194.962053,0,1. Male respondent selected,2. Black/African-American,31,0,0,Part of the Time,4,Daily,0,0,15,11,0,0,0,0
2061,.72549999,70246.69931,0,2. Female respondent selected,2. Black/African-American,44,1,0,Always,4,Several/Day,1,0,13,,0,0,0,0
